id,name,host name,borough,construction year,house rules,room type,price,minimum nights,last booking
2061200,"COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",Pam,Brooklyn,2010,"Enjoy the fantastic neighborhood and our newly renovated home! Please try to be discreet when entering and exiting our building out of respect to our neighbors in the building. (Our neighbors are all very nice, but there is one who likes to complain about everything!) Please let me know your approx check-in and check-out time upon booking.",Private room,280,18,2019-05-11 22:32:17
2061752,New York City Dream Apartment,Luis Alejandro,Brooklyn,2013,"Please take your shoes off outside the front door to my apartment on the landing. I have an entire floor to myself, so there is  room for your to leave your shoes outside the door in the area to the right as you walk on to the landing. My apartment is kept very clean and tidy, so taking shoes off is essential to keeping it the same way for you and for me.   When leaving the apartment, please always lock the top lock on the door.  Please shut off all the lights, AC unit, TV, etc. before you leave. If you open windows, please close and lock them before you leave the apartment.  ABSOLUTELY NO PARTIES!!! Sorry!",Private room,660,2,2015-08-02 09:13:41
2062304,Strawberry B&B,Maddy,Brooklyn,2018,No pets and NO SMOKING. Please be respectful of neighbors as this is generally a quiet building. There is a sheet in the apartment with instructions to assist you in your stay. We like our guests to keep a low profile in the building.,Private room,244,30,2017-05-24 07:50:19
2062857,Private room in the lower east side,Jb,Manhattan,2013,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected.",Private room,891,1,2015-08-15 17:37:13
2063961,"Cozy 1 BR near Central Park, AMNH, The MET & More",Dee,Manhattan,2015,No Smoking No Pets,Private room,171,2,2019-06-23 08:12:55
2064514,Brooklyn Apartment,Oded,Brooklyn,2008,Close the elevator gate behind you!,Entire home/apt,278,5,2015-09-27 07:07:12
2065066,Great light-filled 1BR in Brooklyn,Luca,Brooklyn,2006,"1. The unit is not meant for guests, families, kids, or dogs. It is ideal for a couple or corporate person in town for temporary work.  2. The heat is controlled from thermostats in the living room and bedroom. It may be set according to your needs.  3. The AC (air conditioning/cool air) has two zones. Please run only when in the unit. Each zone must be fully turned off when you leave the unit.  4. Please do not access, hallway closet, my two closets or bureau which contain my clothes. If you need to hang clothes, please feel free. 5. Please No fires in either fireplace. 6. If you run the steam shower, do not put your feet within 2 feet of the steam nozzle......after all, hot steam comes from the nozzle! Use your head. If you have never been in a steam shower, do not use it!  After using the shower, leave the door slightly open for ventilation! 7. I usually leave fresh fruit for my guests. Please respect my personal pantry. Feel free to use any condiments. 8. Please also leave window s",Entire home/apt,116,5,2019-06-04 13:02:02
2065618,Gorgeous 1BR near Prospect Park,Rohit,Brooklyn,2014,Check-in after noon before 8pm. Check-out 11am.  No smoking or pets permitted in the unit.,Entire home/apt,284,4,2017-09-10 11:34:32
2066723,LUXURY APT w PRIVATE GARDEN NYC UES,Gregory,Manhattan,2021,No Smoking No Pets,Entire home/apt,160,1,2019-05-24 21:22:00
2067827,Spacious & Comfy by Prospect Park,Keturah,Brooklyn,2011,"No shoes in the apartment please.  For long term guests (5+days)- please remember this is a home not a hotel, please pick up after yourself and assist with house cleaning once per week, wash your own laundry including bedding and towels. ALL Guests -please remember to close and lock all doors.  Do NOT lose your flat key's - if you lose the key you the guest is responsible for contacting and paying locksmith fees in addition to extra key fee  ( this cost can be close to $500) please DO NOT lose your key. The reason why I'm listing these rules is because some people think that hosts are servants and slaves and we are not therefore be respectful please to all of your hosts. Make yourself at home and enjoy your stay but as the same time be observant and caring. I go to bed early due to long work hours therefore it is much appreciated if guests are not cooking pass 20:00.   Thank you very much and safe travels.",Private room,93,3,2019-06-06 08:19:15
2068380,Lovely BR In The ❤ Of Flushing! Free Metro Card,Celeste,Queens,2003,We don't allow pets or smoking and would appreciate respect for our belongings and furnishings. FYI: We do have a non-shedding labradoodle which travels with us.,Private room,599,2,2019-06-07 10:27:39
2068932,Upper Manhattan//Harlem Classic,Stella,Manhattan,2012,"Please strip the beds when you leave, lock the doors, and close the windows.  Please respect our home! Thank you.",Private room,177,2,2018-05-16 03:05:29
2070037,Your own large 1BR apt in Manhattan,Geraldine,Manhattan,2005,"The quieter the better, but otherwise make yourself at home!! Be as messy as you want - I have the place professionally cleaned when you leave, so towels, sheets, etc can all be left as-is, its no bother to me!",Entire home/apt,579,4,2018-05-11 23:07:58
2070589,Spacious Crown Heights Apartment,Ayana,Brooklyn,2008,No Smoking No Pets,Entire home/apt,1158,7,2019-06-15 20:27:44
2071141,"Convenient, Renovated 2 Bedroom",Ceci,Brooklyn,2009,Please treat it as it were your own home and be respectful of the neighbors!,Entire home/apt,75,2,2016-02-29 10:06:18
2071693,Beautiful 1BD in the West Village,Taleah,Manhattan,2012,"Be courteous and respectful to people in the house. We like to keep it clean and tidy, so your help in keeping your areas clean is much appreciated.",Entire home/apt,807,2,2019-04-10 06:11:27
2072798,"UES 1 br, 2 blocks from the Met ",Zs,Manhattan,2018," The property may be used only as a residence, not for any other purposes, commercial or otherwise (including filming).  You may not have packages sent to you during your stay.  Beacon Hill is a very quiet neighborhood, please keep the noise to a minimum and avoid playing loud music or making loud noises. If any noise complaints are received, I will assess a $100 fee from the deposit for each complaint.  If inviting anybody over, please keep daytime occupancy to five people maximum. NO unregistered overnight guests are allowed.  If you rearrange the furniture, please return everything to its original state before leaving.  If bringing pets, please ensure that they are potty trained.  Any pet stains left in the space will result in an additional $200 cleaning fee will be assessed from the deposit.  No smoking. If any smoking occurs in the space, I will assess a $300 fee from the deposit.  No illegal downloading. Do not use the internet to access, stream, or otherwise download any illega",Entire home/apt,549,31,2013-06-28 10:44:54
2073350,Authentic Luxury Designed Loft,Thomas,Brooklyn,2015,No Smoking No Pets,Entire home/apt,91,3,2019-06-20 11:42:56
2074455,3 Bedroom Duplex/ 2 Baths and 2 LR,Brendan,Brooklyn,2013,"Please remove your shoes as you enter the apartment. Please respect my neighbors and honor my home – no parties, no ""guests"", no drugs, no orgies, no pets, no beer pong, no dinosaurs.",Entire home/apt,778,3,2019-05-20 07:24:01
2075007,Cute Studio Greenwich Village NYC,Mario,Manhattan,2017,"This is a ""no smoking"" building. Xfinity (Comcast wirelss service) is available direct from service provider: (URL HIDDEN) $2.95 hourly pass* $7.95 daily pass $19.95 weekly pass $54.95 monthly pass",Entire home/apt,779,30,2019-06-30 12:21:53
2075560,ARTIST TRENDY NYC LOFT,Julie,Brooklyn,2003,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay.,Entire home/apt,361,5,2019-04-22 17:11:42
2076112,Nice Furnished Short Term in NY,Tiziana,Manhattan,2012,"NO PETS, NO SMOKING permitted! ",Shared room,1096,1,2018-10-08 18:48:16
2076664,CHIC 1 BEDROOM IN MANHATTAN (UES),Ari,Manhattan,2022,I would rather than you not have lots of people over (and honestly the space isn't set up for/big enough for that anyway) and ask that you respect that space :),Entire home/apt,733,1,2014-09-06 18:36:16
2077216,Designer's spacious Manhattan apt.,"Ks, Eli",Manhattan,2009,Check In time :    3 pm Check out time : 12 pm quiet enjoyment No pets Nonsmoking No more than 4 people staying at the apartment unless disclosed and approved Extra person charge $75 per night Please be neat treat it like you would your home,Entire home/apt,879,3,2019-07-04 00:45:31
2079978,1 BR in large full floor apartment,Eddie,Manhattan,2017,"I have no doubt you will be respectful of the space but there are a few things we ask of you: 1. No smoking 2. The speakers aren't working so please don't try to reassemble them 3. Please no makeup on the towels (unfortunately, stained towels have to be replaced with a charge) 4. No parties (in an old building, the walls are thin so we need to be respectful of the neighbors) 5. Please try to clean up after yourself (old food in the fridge, etc.)",Private room,65,4,2019-04-21 06:18:36
2081083,"Room, Central Location, Priv. Entry",Samuel,Manhattan,2005,Please no parties. I ask that people be conscious of the white carpet and white leather couches.,Private room,731,2,2019-07-04 01:26:28
2081635,Bedroom with Private Bath and Roof,Sunny,Manhattan,2009,"WHEN BOOKING, PLEASE PROVIDE THE FOLLOWING IN YOUR MESSAGE to me:  - 1. Total number of guests (adults, children, babies)? Are there any elderly or children under 18? If so, what are their ages?  - 2. Arrival Date AND Time of Check In? (Check In between 2 pm and 9 pm with some leniency)  - 3. Departure Date (Check out before 12 pm/noon ideally)  - 4. Please tell me a little about yourselves and the purpose of your trip.  - 5. What Other Needs or Special Requests or Extra Options (please read below for additional options and possible related additional fees).  ------  PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware and utensils in the kitchen are at your disposal. There will be water (brita) and basic condiments provided for you. We ask that you rinse whatever dishes",Private room,141,5,2015-11-05 16:31:11
2082187,1BR in Charming Downtown Apt,Stefan,Manhattan,2013,No parties. No loud music or noise late at night. No guests in the apartment. No smoking.,Private room,1043,15,2018-10-10 16:46:04
2082739,"Have the 1st floor of a two floor duplex,",Robert,Manhattan,2009,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay. The maple & cherry furniture is made in Boston.  Please be nice to it (wipe & dry with sponge any food..don't drip hot wax..).  Also say what you like about it in your review (-:  if you like it follow @treeturn on instagram!,Private room,64,1,2019-07-05 14:34:29
2083292,Lovely Apt. in the heart of Harlem,Marina,Manhattan,2015,"No pet, No smoking - Quite hours : 9pm - 8am ",Entire home/apt,101,1,2019-07-01 18:42:56
2083844,"Clean,spacious,comfy Brooklyn room",Alicia,Brooklyn,2021,"No smoking please, no pets to protect our hardwood floors. Children under 18 to be supervised at all times. Each bedroom accommodates 2 people",Private room,497,1,2015-10-19 01:44:39
2084949,Large Room in Garden Duplex,Karen,Brooklyn,2011,"- 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises. Fee for smoking will be 10 times your total reservation cost. For example, your total reservation cost is $350. Fee for smoking on premises will be $3,500. 3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am  4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes. Replacement fees may apply for unreturned items  6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with AIRBNB. Please contact me directly for any needed items.  7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $12",Private room,548,2,2018-10-29 06:39:54
2085501,PRIVATE LARGE-MODERN-CLEAN master bedroom,Sergio,Manhattan,2003,No smoking in the unit or in the building (strict).  There will be a $450 fine for smoking in the unit or in the building. No open flame. No pets. Please respect your neighbors and keep the noise down after 10pm.   There is a $50 fee for lost keys.,Private room,1181,1,2019-06-26 10:16:13
2088262,Quiet room w/ 2 beds +light near subway+ museums,Aaron,Manhattan,2008,"We only ask that you have a ton of fun, and that you leave our place exactly how you found it when you got there :)",Private room,104,1,2019-07-02 04:42:51
2089367,Lovely 2 Bed Garden Apt Fort Greene,James,Brooklyn,2021,Please respect our neighbors and keep noise to a minimum.,Entire home/apt,1114,29,2018-09-01 14:56:22
2089919,carriage house apartment,Claire,Brooklyn,2021,"• Check-in time is 4PM. • No parties or events • Not suitable for pets • No smoking No parties, no outside visitors and no overnight quests without prior approval Do not engage in illegal activities anywhere on the property Please do not leave out any food that will attract uninvited pests Please no smoking   We trust you will be a courteous guest.  Please feel free to write us with any questions or requests.",Entire home/apt,468,1,2019-06-22 06:18:42
2091024,PEACEFUL SHARE BY CENTRAL PARK,Nicole,Manhattan,2009,No Smoking No Pets,Private room,228,4,2019-05-25 06:53:11
2091576,Cozy Room in Charming Brownstone,Chandle,Brooklyn,2011,Don't disturb neighbors. Don't break things or leave a mess. Enjoy.,Private room,766,5,2019-05-26 21:19:03
2092129,Spacious and Comfortable Room!,George,Manhattan,2011,"Please enjoy your stay in my home and note the following house rules: - NO smoking anywhere in the apartment or building -Trash can be left in front of the building anytime after 5pm on Sunday or Thursday nights.  All trash must be in a white trash bag (bags line the kitchen trash can and extras are under the counter to the left of the stove) -NO pets - Please do not eat any food from the refridgerator or cabinets (you may help yourself to cooking basics like salt, pepper, oil, etc) -Please clean any dishes that you use (or load them into the dish washer) -Please be respectful of our neighbors in the building -Please remove your shoes when you enter the apartment",Private room,450,7,2019-04-30 05:45:15
2093233,Nice quiet room on a backyard,O.,Brooklyn,2012,NO Smoking.  NO Pets.,Private room,1079,31,2018-07-20 05:48:26
2093785,Comfortable Modern Room in Bed-Stuy,Ines,Brooklyn,2018,"No smoking. No pets. Children under 18 to be supervised at all times. More than 6 people can be accommodated if communicated in advance.  Please be respectful on the roof - quiet time after 10pm would be greatly appreciated.  This is a historic Victorian on three levels.  There is no elevator in the building or inside so please note if you have mobility issues.  Please strip all beds, except for mattress cover and place in 3rd floor bathroom along with all dirty/wet towels.  Please wash and put away all dishes.  If necessary, make sure the dishwasher is loaded and started before you leave.  Laundry is in the basement, if locked, please use the front door key.  Please ALWAYS leave your keys before you leave.  Lock the door on your way out by turning the button on the inside lock. Please ensure all trash is put in the designated recycle and landfill trash barrels.  There are extra bags in the kitchen closet.",Private room,482,3,2019-06-30 13:02:53
2094338,Sunny 2 bedroom in Prospect heights + terrace,Chiara,Brooklyn,2018,No smoking. No party. Clean.,Entire home/apt,911,30,2015-07-19 15:10:47
2094890,Full Bedroom in Bed-Stuy,Ines,Brooklyn,2008,No Smoking No Pets,Private room,1172,3,2019-05-21 20:07:32
2095442,Friendly & fun w/ private terrace,Seth,Brooklyn,2006,"Don't make noise in apt after 10pm. keep doors locked after you leave apt, wash dishes within 24 hrs. No smoking, please. I only ask that you treat my home as you would treat your own! When leaving the apartment, please always lock the top lock on the door. Please shut off all the lights, AC unit, TV, etc. before you leave. If you open windows, please close and lock them before you leave the apartment. Please take your shoes off inside apartment  Please stack the dishes in the dish rack to the left of the sink.",Private room,641,10,2018-05-02 21:05:16
2095995,Private room/Upper Manhattan,Nick,Manhattan,2009,"Please Note: This unit was just renovated last year and it comfortably accommodates 6 guests, but up to 8 guests are permitted (two guests in each bedroom, 1 guest on each twin bed, and 1 guest on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken o",Private room,1143,2,2015-12-08 15:28:24
2097099,"LARGE 2 BR w/Dining Room, Balcony, Echo",Clare,Brooklyn,2008,Please respect the quiet in the building. Very small dogs with kennels allowed. Condo does not have a crib and is not baby-proof.,Entire home/apt,1082,4,2017-12-06 10:35:05
2099308,"Chic, quiet 1BR with patio (steps from the subway)",Becky,Brooklyn,2014,"The studio is located in a smoke-free, no pets building. Kindly refrain from smoking any substances on the premises, and please leave your fur-babies with a sitter.",Entire home/apt,345,4,2019-06-11 10:43:51
2099861,Spacious Bushwick Duplex Apartment,Alvin,Brooklyn,2016,"No smoking permitted, no pets.",Private room,202,2,2019-06-30 15:31:39
2100413,Fully Updated Modern 1 Bedroom Apartment,Joan,Brooklyn,2018,"This is a non-smoking building. Absolutely no smoking of any kind is permitted. Please respect that this is a quiet, peaceful building; please keep the volume of voice and television at a reasonable level. No pets, please.",Entire home/apt,386,3,2019-07-01 00:26:12
2102070,Large 1BR Columbia University,Vivian,Manhattan,2009,"Building is quite, so that's the expectation.",Entire home/apt,579,30,2019-01-19 04:48:29
2102622,Spacious Comfy Bedroom in Bed-Stuy,Ines,Brooklyn,2019,"Please Note: This unit was just renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, ple",Private room,627,3,2019-06-30 09:00:26
2103175,Williamsburg 1br APT,"Hoonju, Co Host: Jose",Brooklyn,2010,"Absolutely no smoking, indoors or outdoors. No pets.",Entire home/apt,498,3,2019-06-16 09:51:54
2103727,Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen,Alana,Brooklyn,2012,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties. Quiet hours are 11pm till 9am Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 2 allowed who booked  All smoking should be done outside, as this is a smoke free environment.",Entire home/apt,625,4,2018-10-25 21:00:11
2105936,Beautiful Studio on Prospect Park!,Jake,Brooklyn,2009,"No smoking, please.",Entire home/apt,683,6,2018-12-28 04:39:08
2108145,Clean and charming apartment  in Carroll Gardens,Antoinette,Brooklyn,2013,No Smoking No Pets,Entire home/apt,258,3,2019-05-04 10:08:42
2110354,Comfortable and Large Duplex with Private Terrace,Jon,Brooklyn,2014,No pets. No smoking. Please :),Entire home/apt,1189,3,2019-06-30 17:29:12
2110907,2 Bedroom Bushwick Apartment,Robert,Brooklyn,2010,Please know you will be living with others and must be courteous and respectful.,Entire home/apt,520,3,2019-05-08 09:59:23
2112011,Gorgeous Greenpoint Railroad,Caroline,Brooklyn,2008,No pets. No smoking. Please :),Entire home/apt,1027,2,2019-01-01 20:59:52
2113668,"Spacious, duplex townhouse w large garden oasis",Andrew,Brooklyn,2021,No pets. No smoking. Please :),Entire home/apt,531,2,2019-05-28 08:26:07
2114221,Sun-Drenched Studio in Clinton Hill,Magera,Brooklyn,2022,No smoking in the unit or in the building (strict).  There will be a $450 fine for smoking in the unit or in the building. No open flame. No pets. Please respect your neighbors and keep the noise down after 10pm.   There is a $50 fee for lost keys.  NO CHECK IN AFTER 11PM -the doorman leaves at 11pm so I can not get you keys after this time.,Entire home/apt,929,6,2017-07-03 23:31:54
2115325,Ideal Location + Shower In Kitchen!,Wil,Manhattan,2017,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay.,Entire home/apt,258,3,2015-03-30 05:34:24
2116430,Architecturally Stunning Former Synagogue!,Martin,Manhattan,2006,"Use of all of kitchen except gas stove/oven. There is a microwave, sink, plates and all other basic kitchen utensils. No fire or lit candles.",Entire home/apt,969,30,2019-07-01 21:49:35
2116982,Best Location btwn Un Sq/ Chelsea,Kristen,Manhattan,2013,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will take place if occurs.",Entire home/apt,1062,25,2016-10-17 03:36:51
2117534,Boldera: Your Home Away From Home,"Damon, Kent",Brooklyn,2017,"Please don't fiddle around with my stuff or annoy the neighbors.  I don't charge a cleaning fee, please strip the bed of the sheets and leave all used towels in the bath tub. Thanks.",Entire home/apt,287,2,2019-06-22 09:13:01
2118087,"Penthouse patio,city view,BIG bed",Lacey,Brooklyn,2006,Absolutely no smoking in or around apartment. This includes entry way and entire Anderson Place lane. Unfortunately we are not allowed to accept children under 16.,Private room,195,3,2019-05-27 05:15:34
2119744,NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!,Jeanine,Manhattan,2016,NO Smoking.,Entire home/apt,1143,5,2019-06-21 08:43:52
2120296,Hip Modern West Village Apartment,Brian,Manhattan,2021,No Smoking Allowed.  Cats Welcome With Fee.,Entire home/apt,750,3,2019-03-24 01:02:53
2120848,"Private One Bedroom Suite, 45 min from City","Jeanette, Henry",Queens,2020,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Entire home/apt,1111,3,2019-06-19 07:36:45
2124714,PAINTERS PARADISE / GREENPOINT,Painter,Brooklyn,2015,No Smoking No Pets No Parties No Loud Music,Entire home/apt,1043,5,2019-06-19 17:15:32
2125267,CHIC ROOM IN BROOKLYN BROWNSTONE,Shelley,Brooklyn,2005,NO Smoking Pets Allowed with a $375 non refundable pet fee.,Private room,626,3,2019-06-10 15:58:09
2128028,Charming East Village Studio,Toby,Manhattan,2011,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Entire home/apt,1013,3,2017-08-02 05:37:38
2128580,"charming luxurious house, NY, Brooklyn",Laurence,Brooklyn,2014,"It is a residential building so all of the residential building rules apply and must be fallow. I have zero tolerance for parties, noise and smoking.",Entire home/apt,1105,3,2018-11-27 08:39:55
2129133,Gorgeous PermaGO HOMES™ - FiDi - Room 2/2,Gershwyn,Manhattan,2015,No Smoking. Pets Allowed with fee.,Private room,860,3,2018-02-12 23:20:55
2129685,Avenue A Apartment,Darina,Manhattan,2021,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,Entire home/apt,588,2,2019-06-23 22:34:55
2130790,Garden Apartment in Park Slope,Roslyn,Brooklyn,2020,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,Entire home/apt,568,3,2019-07-07 21:50:13
2131342,Rooms in Spacious East Village Apt.,Luis,Manhattan,2004,"- NO SMOKING (You'll have to do that outside if you smoke) - Please keep the house like you found it - Please don't leave a mess - Please don't leave things dirty. - If you use the bathroom, clean or wipe things down  - If you use the kitchen, please clean dishes and wipe things down as well - No guest allowed - you can meet friends at other venues - Shoes off in the apartment - please leave by the door. If you would like please bring some slippers. - Please keep things quiet after 10pm - If you smoke, you must go outside! NO smoking inside! (the full security deposit will be withheld if a guest smokes in the house) - If you cook, please turn the fan on. - Please use your common sense, and if you are not sure, ask... - Remember, this is my house - so please treat it with respect.",Private room,873,3,2017-02-19 07:01:38
2131894,Charming Greenwich Village studio,Darla,Manhattan,2021,"• Check-in time is 2PM. Check-out time is 11am (Unless discussed)  • Not suitable for pets • No smoking Keep it clean. No smoking Voices kept low in the hallways If neighbors come by due to noise complaints/partying please turn it down. Beer Pong must be played with water in the play cups. (This is a cardinal rule, if violated will result in a negative review) Please be courteous to all the neighbors and practice common sense. If there are additional guests after midnight they will count towards the extra guest fee. Cost of Damages: Lost Key ($250) Additional Cleaning Needed includes, sticky floors, excess trash, stained walls, etc($50/hr)",Entire home/apt,561,1,2019-01-01 04:05:34
2132446,Union Sq European Serene apt,Liz,Manhattan,2004,Keep the apartment clean and damage free please.,Entire home/apt,1039,3,2019-06-23 07:08:04
2132999,Cozy bedroom in Artist Loft,Rachel,Brooklyn,2019,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Private room,1051,1,2019-06-10 19:43:04
2134656,1br in a 2br apartment in Chelsea (23/7),Eduardo,Manhattan,2003,"Guests should treat my home as if it were their own. While my valuables are locked and kept away, I do ask that guests respect my private closet space and the items located within. Please, no smoking.",Private room,284,2,2019-06-28 09:39:25
2135208,2bdrm + Patio/BackYard/Time Square/1st Floor,Time Square,Manhattan,2021,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,Entire home/apt,1076,2,2019-06-10 10:45:58
2135760,2 Bedroom Apt in Caroll Gardens,Sarah,Brooklyn,2019,No Smoking No Parties or Events of any kind Please take out your shoes when you arrive. Remember you are not a tenant you are a Guest of the Host.,Entire home/apt,436,6,2017-01-03 23:51:19
2136313,Backyard BBQ in Brooklyn Brownstone,Meryl,Brooklyn,2016,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  9",Entire home/apt,207,7,2018-08-27 11:30:14
2138522,Breathtaking view of New York city,George,Manhattan,2020,"Please remove shoes when entering and while on board. No smoking, pets, or children.  No loud music, partying or extra guests. This is a quiet space, so please respect the boat because it is our full time home.  Check in time is after 3:00pm and check out is noon.",Entire home/apt,826,28,2019-05-31 16:18:42
