user_id,age,gender,workout_type,avg_daily_steps,subscription,app_rating,goal_achieved
651,50,F,S,6080,free,1.0,0.0
652,46,M,S,6305,free,4.0,0.0
653,37,F,C,7015,pro,5.0,0.0
654,32,F,S,6454,free,3.0,0.0
655,54,M,Y,5125,pro,1.0,0.0
656,39,M,S,7309,free,5.0,0.0
657,39,F,D,6146,pro,2.0,0.0
658,39,M,S,4551,free,,0.0
659,40,F,S,5418,free,4.0,0.0
660,38,M,S,7034,free,3.0,0.0
661,36,F,S,4901,pro,2.0,0.0
662,36,M,Y,6136,free,4.0,0.0
663,39,F,C,7403,pro,4.0,0.0
664,36,F,S,6339,free,5.0,0.0
665,35,F,C,8555,free,3.0,1.0
666,40,M,S,4694,free,2.0,0.0
667,37,F,S,6974,pro,4.0,0.0
668,48,F,Y,7200,pro,4.0,0.0
669,23,M,D,6443,free,3.0,0.0
670,46,M,S,6026,pro,4.0,0.0
671,46,M,Y,2880,free,,0.0
672,27,F,S,9200,pro,3.0,1.0
673,37,F,S,6578,pro,2.0,0.0
674,37,F,C,7298,free,3.0,0.0
675,31,M,C,5859,free,4.0,0.0
676,34,M,S,4433,pro,4.0,0.0
677,32,F,S,6538,pro,4.0,0.0
678,50,F,C,8803,free,5.0,1.0
679,45,F,C,7489,free,2.0,0.0
680,47,M,C,8170,free,,1.0
681,43,F,D,5127,free,1.0,0.0
682,32,M,C,6961,pro,2.0,0.0
683,36,M,S,7077,pro,4.0,0.0
684,42,F,C,7632,free,4.0,0.0
685,32,F,S,6693,free,4.0,0.0
686,43,F,C,7238,free,3.0,0.0
687,38,M,C,8512,free,3.0,1.0
688,37,M,S,5422,free,4.0,0.0
689,43,F,C,7705,free,2.0,0.0
690,42,F,C,8276,free,4.0,1.0
691,37,M,C,8193,free,5.0,1.0
692,46,M,C,8214,free,3.0,1.0
693,33,M,C,6997,free,4.0,0.0
694,43,F,C,7943,free,4.0,0.0
695,43,M,Y,5110,free,2.0,0.0
696,37,M,S,5881,free,4.0,0.0
697,41,M,S,6460,free,3.0,0.0
698,31,M,C,7330,free,1.0,0.0
699,45,M,D,4738,pro,4.0,0.0
700,38,F,S,5192,pro,5.0,0.0
