id,area,pop,km2
49779920,Bedford-Stuyvesant,180000,4
14985572,Upper West Side,210000,5
54273985,Harlem,250000,8
14699481,Financial District,40000,2
52695511,Clinton Hill,50000,3
12119687,Fort Greene,70000,3
3781614,Prospect-Lefferts Gardens,80000,4
47413314,Hell's Kitchen,100000,3
45718306,Williamsburg,200000,4
52485637,Harlem,250000,8
53996730,Bedford-Stuyvesant,180000,4
25466017,Harlem,250000,8
7849856,Chelsea,80000,3
5918463,Clinton Hill,50000,3
9796714,Hell's Kitchen,100000,3
49110532,Sunset Park,250000,6
44381740,Fordham,200000,7
1536515,Upper East Side,200000,6
55936960,Lower East Side,100000,3
55827605,Hell's Kitchen,100000,3
8093420,Crown Heights,200000,5
2928863,West Village,100000,2
20739986,Nolita,40000,2
53776915,East Village,110000,3
23913502,Financial District,40000,2
22528333,Harlem,250000,8
2849884,Williamsburg,200000,4
4766917,Long Island City,180000,6
52292332,Williamsburg,200000,4
3841815,Park Slope,150000,5
22752567,Sheepshead Bay,100000,3
45108014,Hell's Kitchen,100000,3
24274153,Ridgewood,100000,4
55266468,East Flatbush,120000,5
22029054,Harlem,250000,8
23542356,East Harlem,120000,5
20564354,Upper West Side,210000,5
53792379,Upper West Side,210000,5
23161269,Queens Village,120000,4
3866116,Chelsea,80000,3
20876956,Corona,200000,6
51864300,Port Morris,50000,3
24891073,Flushing,200000,7
9921533,South Slope,100000,3
17201400,Harlem,250000,8
24322756,City Island,60000,2
49909710,SoHo,120000,4
18777664,Bedford-Stuyvesant,180000,4
6704386,Upper East Side,200000,6
21238713,Midtown,250000,3
4621663,Williamsburg,200000,4
1845250,Park Slope,150000,5
54798118,Park Slope,150000,5
20115887,Bedford-Stuyvesant,180000,4
17354387,Williamsburg,200000,4
26467337,SoHo,120000,4
13864403,Gravesend,200000,6
51414728,Bushwick,120000,4
9636547,Astoria,250000,7
50060488,Park Slope,150000,5
6491750,Tribeca,100000,4
17215207,East Harlem,120000,5
15155128,Crown Heights,200000,5
15522408,Fort Greene,70000,3
14252118,Morningside Heights,150000,5
6512738,East Village,110000,3
4089245,Sunset Park,250000,6
21112236,Long Island City,180000,6
43268855,Nolita,40000,2
9882872,Astoria,250000,7
56505277,Crown Heights,200000,5
24702738,Crown Heights,200000,5
8040952,Bedford-Stuyvesant,180000,4
14278628,Civic Center,80000,3
22545454,Harlem,250000,8
6217257,Harlem,250000,8
54576093,Bedford-Stuyvesant,180000,4
47630368,Williamsburg,200000,4
4610617,Morningside Heights,150000,5
50159350,SoHo,120000,4
19168692,SoHo,120000,4
15645571,Ridgewood,100000,4
4938683,Bushwick,120000,4
48124677,Sunset Park,250000,6
6067584,Midtown,250000,3
16090724,Hell's Kitchen,100000,3
6887749,Harlem,250000,8
51045239,Upper West Side,210000,5
47128327,Bedford-Stuyvesant,180000,4
2900696,Upper West Side,210000,5
11108978,Flushing,200000,7
3291724,Williamsburg,200000,4
12052307,Williamsburg,200000,4
2160614,East Harlem,120000,5
43361089,Flatlands,50000,3
50956871,Concourse,80000,4
47557465,Upper West Side,210000,5
48023606,Arverne,40000,2
22676350,Red Hook,120000,5
21977690,Lower East Side,100000,3
9569718,Upper West Side,210000,5
49209946,Chelsea,80000,3
45216817,Greenwich Village,150000,3
16029419,Harlem,250000,8
17947005,Flushing,200000,7
22566442,Midtown,250000,3
53435593,Jamaica,250000,7
9890052,Harlem,250000,8
2652713,Hell's Kitchen,100000,3
10489298,East Flatbush,120000,5
18658919,Harlem,250000,8
20333493,East Harlem,120000,5
18277280,Concourse Village,80000,5
51992434,Bushwick,120000,4
20535082,Financial District,40000,2
8557905,Forest Hills,180000,6
43104822,Williamsburg,200000,4
13083451,Kingsbridge,50000,3
11676743,Bedford-Stuyvesant,180000,4
27038967,Williamsburg,200000,4
24004631,Bushwick,120000,4
11237664,Bedford-Stuyvesant,180000,4
15033622,Crown Heights,200000,5
6788888,Williamsburg,200000,4
54113266,Bedford-Stuyvesant,180000,4
21683866,Canarsie,120000,4
49445226,Flatbush,180000,5
51747212,Inwood,60000,2
50912135,Bayside,120000,4
24191861,Financial District,40000,2
11025581,NoHo,30000,2
51425774,Brooklyn Heights,100000,3
23820163,Chelsea,80000,3
48392542,Harlem,250000,8
5432991,West Brighton,150000,5
13476136,SoHo,120000,4
9827090,East Harlem,120000,5
50687349,Cypress Hills,100000,4
17901716,Park Slope,150000,5
24073116,East Flatbush,120000,5
3475088,Lower East Side,100000,3
48597998,Bedford-Stuyvesant,180000,4
51668233,Ditmars Steinway,80000,4
23445703,Sheepshead Bay,100000,3
53620062,Astoria,250000,7
49220440,East Village,110000,3
21662327,East Flatbush,120000,5
15324684,Bushwick,120000,4
18344661,Ridgewood,100000,4
51641723,Lower East Side,100000,3
22135096,Flushing,200000,7
49520891,West Village,100000,2
44710910,Brooklyn Heights,100000,3
4681863,Washington Heights,170000,6
53234556,Midwood,180000,5
48929930,Upper East Side,200000,6
7311364,Williamsburg,200000,4
5122599,Upper West Side,210000,5
48570383,Upper West Side,210000,5
23721301,Jackson Heights,180000,5
53854789,Hell's Kitchen,100000,3
8654005,Columbia St,50000,2
19024542,Hell's Kitchen,100000,3
9608379,Williamsburg,200000,4
5823467,Astoria,250000,7
20895182,Harlem,250000,8
56727301,Kensington,35000,2
53066105,Sheepshead Bay,100000,3
47214486,Harlem,250000,8
22224568,Rosebank,150000,5
50802779,Arverne,40000,2
14415598,Chinatown,100000,3
49647368,Washington Heights,170000,6
2564897,Harlem,250000,8
52125538,Bedford-Stuyvesant,180000,4
1898271,Upper West Side,210000,5
45692347,Prospect Heights,90000,4
43502478,Corona,200000,6
22943663,West Village,100000,2
3016679,East Village,110000,3
45500699,Park Slope,150000,5
53333970,Williamsburg,200000,4
4700641,Upper West Side,210000,5
48974666,Tompkinsville,60000,3
8990908,Bushwick,120000,4
12935987,Harlem,250000,8
56038583,Woodhaven,100000,4
49011118,Upper West Side,210000,5
3512092,Williamsburg,200000,4
50076505,Washington Heights,170000,6
14775146,Long Island City,180000,6
45905535,Williamsburg,200000,4
1774556,Harlem,250000,8
9496262,Upper West Side,210000,5
47026704,Harlem,250000,8
50842545,Bushwick,120000,4
24095761,Bushwick,120000,4
57307769,Midtown,250000,3
15306458,Fort Greene,70000,3
23675460,Midtown,250000,3
17047308,Brownsville,180000,7
22754776,Bushwick,120000,4
47026152,Upper East Side,200000,6
47276344,Harlem,250000,8
18980358,Williamsburg,200000,4
27285293,Midtown,250000,3
13271233,Maspeth,60000,3
55344895,Bedford-Stuyvesant,180000,4
46145786,Upper East Side,200000,6
24628730,Bedford-Stuyvesant,180000,4
23577151,SoHo,120000,4
18211556,Midtown,250000,3
9734304,Washington Heights,170000,6
13302714,Chinatown,100000,3
10123675,Bedford-Stuyvesant,180000,4
55496225,Chelsea,80000,3
56833895,East Harlem,120000,5
25026938,Bushwick,120000,4
2518504,Fort Greene,70000,3
50284170,Williamsburg,200000,4
46874822,Ditmars Steinway,80000,4
47143792,Washington Heights,170000,6
55151037,East New York,150000,5
52058710,Gowanus,40000,2
1693368,Chelsea,80000,3
52131613,Midtown,250000,3
4518382,Harlem,250000,8
43248420,Bedford-Stuyvesant,180000,4
57322129,Fresh Meadows,120000,4
8598223,Chinatown,100000,3
7164452,Harlem,250000,8
47928058,Bedford-Stuyvesant,180000,4
5405376,Sunnyside,120000,5
53535007,East Harlem,120000,5
25145131,Borough Park,250000,6
51826191,Chinatown,100000,3
14911564,Harlem,250000,8
11587822,Upper West Side,210000,5
23610289,Bedford-Stuyvesant,180000,4
53446087,Great Kills,180000,6
12325695,East Elmhurst,100000,3
46575475,Bedford-Stuyvesant,180000,4
17934854,Long Island City,180000,6
19763519,Hollis,200000,6
22886776,Williamsburg,200000,4
23371143,Mount Hope,80000,4
1297921,Williamsburg,200000,4
10316428,Hell's Kitchen,100000,3
6031684,East Harlem,120000,5
13416488,Williamsburg,200000,4
50079266,Bensonhurst,180000,5
53172699,Crown Heights,200000,5
19722649,Elmhurst,120000,5
17435023,Astoria,250000,7
56092156,Bushwick,120000,4
13626362,Woodside,150000,4
44899245,Bushwick,120000,4
5745041,Washington Heights,170000,6
2643876,Upper West Side,210000,5
3304979,Bushwick,120000,4
49313226,Hell's Kitchen,100000,3
46572714,Flatlands,50000,3
9086456,Chelsea,80000,3
24929181,Bath Beach,150000,5
26492743,Long Island City,180000,6
21923565,Washington Heights,170000,6
7178812,Long Island City,180000,6
51643932,Glendale,80000,3
21742963,East Harlem,120000,5
22328401,Lower East Side,100000,3
17552662,Elmhurst,120000,5
9800027,Greenpoint,30000,2
46726253,Nolita,40000,2
57126614,East Village,110000,3
50498462,Clinton Hill,50000,3
13489944,Washington Heights,170000,6
2383191,East Harlem,120000,5
20584237,Fresh Meadows,120000,4
55567471,Belmont,120000,5
17349968,Bedford-Stuyvesant,180000,4
20540605,Bedford-Stuyvesant,180000,4
5227536,Flushing,200000,7
54014956,Harlem,250000,8
2523475,Bedford-Stuyvesant,180000,4
18334167,Midtown,250000,3
48081597,Williamsburg,200000,4
54679373,Williamsburg,200000,4
49783786,Upper West Side,210000,5
44261890,East Harlem,120000,5
48437278,Upper East Side,200000,6
46785349,Crown Heights,200000,5
48145664,Jackson Heights,180000,5
16538087,Park Slope,150000,5
12970229,Crown Heights,200000,5
51589807,Washington Heights,170000,6
53483644,East Village,110000,3
9774069,Concourse,80000,4
19918716,West Village,100000,2
50934227,Williamsburg,200000,4
44547982,Cambria Heights,100000,5
17916628,Hell's Kitchen,100000,3
12101461,Lower East Side,100000,3
22392467,Woodside,150000,4
11275221,Theater District,120000,4
10739490,East Village,110000,3
24360312,Kips Bay,50000,2
3336460,Windsor Terrace,30000,2
1876179,Crown Heights,200000,5
14397925,Crown Heights,200000,5
5304858,Bedford-Stuyvesant,180000,4
2299241,Midtown,250000,3
27207419,West Village,100000,2
47318319,Jamaica,250000,7
48486433,Upper East Side,200000,6
3112227,Bushwick,120000,4
10140796,Chelsea,80000,3
48383705,Williamsburg,200000,4
46081167,Bedford-Stuyvesant,180000,4
43334579,East Harlem,120000,5
15559412,Midtown,250000,3
9816596,East Village,110000,3
1220599,Bedford-Stuyvesant,180000,4
47625397,East Harlem,120000,5
53166623,Hell's Kitchen,100000,3
18308209,Sheepshead Bay,100000,3
43855398,West Brighton,150000,5
11093514,Glendale,80000,3
16144850,Woodside,150000,4
3719757,Bedford-Stuyvesant,180000,4
21181273,Jackson Heights,180000,5
51006578,East Flatbush,120000,5
9374204,Chelsea,80000,3
56583151,Upper East Side,200000,6
25337883,Gravesend,200000,6
15762658,Upper East Side,200000,6
55505062,Harlem,250000,8
24877265,Prospect Heights,90000,4
53860864,Williamsburg,200000,4
6998209,Flatlands,50000,3
6515499,Bedford-Stuyvesant,180000,4
18439656,Mott Haven,80000,3
3293381,Long Island City,180000,6
14028436,Sunnyside,120000,5
12273227,Crown Heights,200000,5
1892196,Chelsea,80000,3
2626755,Park Slope,150000,5
4205781,Bedford-Stuyvesant,180000,4
43157290,Bushwick,120000,4
52196232,East Flatbush,120000,5
15398692,Chinatown,100000,3
45109119,Greenpoint,30000,2
18206586,Cypress Hills,100000,4
55235539,Hell's Kitchen,100000,3
18932860,Rego Park,150000,4
54486068,Bedford-Stuyvesant,180000,4
12082683,Crown Heights,200000,5
56255085,Bedford-Stuyvesant,180000,4
21439750,Bedford-Stuyvesant,180000,4
50128973,East Flatbush,120000,5
5860471,Williamsburg,200000,4
3208327,Boerum Hill,50000,2
19178634,Borough Park,250000,6
21353591,Flatbush,180000,5
11343706,Morningside Heights,150000,5
11433731,Hell's Kitchen,100000,3
49749543,Crown Heights,200000,5
16191243,Harlem,250000,8
10479356,East Harlem,120000,5
2140179,Bedford-Stuyvesant,180000,4
3081850,Williamsburg,200000,4
1547561,Upper East Side,200000,6
20982445,Sheepshead Bay,100000,3
13671650,Chelsea,80000,3
47677866,Two Bridges,40000,2
55042234,Bedford-Stuyvesant,180000,4
2830001,East Village,110000,3
50309023,Chelsea,80000,3
18901931,Red Hook,120000,5
19719888,Brighton Beach,120000,5
15196551,Whitestone,120000,5
43441725,Murray Hill,60000,2
56182734,Upper West Side,210000,5
7026929,Upper West Side,210000,5
53077703,Inwood,60000,2
10069550,Bensonhurst,180000,5
47181901,Springfield Gardens,150000,5
17943691,Crown Heights,200000,5
49917442,Flushing,200000,7
3727489,Prospect-Lefferts Gardens,80000,4
23290507,Hell's Kitchen,100000,3
53151711,Greenpoint,30000,2
46126455,East Flatbush,120000,5
3433665,Sunset Park,250000,6
49237009,Harlem,250000,8
9776278,Tribeca,100000,4
3138737,South Slope,100000,3
4705060,Bushwick,120000,4
46063493,Crown Heights,200000,5
8005052,Boerum Hill,50000,2
56691402,Crown Heights,200000,5
48459923,Flatbush,180000,5
53315192,Hell's Kitchen,100000,3
6900452,Bushwick,120000,4
45116851,Gowanus,40000,2
22798408,Bedford-Stuyvesant,180000,4
2544462,Sheepshead Bay,100000,3
19767385,Rosedale,150000,6
27240004,East Flatbush,120000,5
24882788,Harlem,250000,8
54493800,Bedford-Stuyvesant,180000,4
12821661,Williamsburg,200000,4
51641171,Bushwick,120000,4
1679008,East Village,110000,3
24279124,Inwood,60000,2
47683389,Hell's Kitchen,100000,3
21443616,Sunnyside,120000,5
25251172,Nolita,40000,2
23494306,Flushing,200000,7
18856643,Harlem,250000,8
21160838,Williamsburg,200000,4
7132418,Crown Heights,200000,5
45347160,Upper East Side,200000,6
11699387,Mott Haven,80000,3
6373006,Gowanus,40000,2
46943859,Harlem,250000,8
46768780,East Flatbush,120000,5
5909626,Crown Heights,200000,5
54244161,Jackson Heights,180000,5
17776344,East Elmhurst,100000,3
47747456,Harlem,250000,8
4648725,Upper East Side,200000,6
50653658,Concord,60000,3
49827418,Midtown,250000,3
42881140,East New York,150000,5
50856352,Bedford-Stuyvesant,180000,4
11340392,Corona,200000,6
50717725,Financial District,40000,2
25820041,Harlem,250000,8
9112414,Long Island City,180000,6
16659593,Elmhurst,120000,5
18325330,Greenpoint,30000,2
6379633,Williamsburg,200000,4
25290385,Astoria,250000,7
50020723,Harlem,250000,8
42894396,Williamsburg,200000,4
4149446,Prospect-Lefferts Gardens,80000,4
50325040,Bedford-Stuyvesant,180000,4
25052896,Williamsburg,200000,4
13815801,Williamsburg,200000,4
6630378,Boerum Hill,50000,2
17776896,Bushwick,120000,4
8846205,Harlem,250000,8
44036000,East Harlem,120000,5
42876722,Upper East Side,200000,6
53539426,Greenpoint,30000,2
47240997,Ditmars Steinway,80000,4
55837546,Borough Park,250000,6
42937475,Midtown,250000,3
47618218,Upper East Side,200000,6
7425137,Inwood,60000,2
49464556,Chelsea,80000,3
24558588,East Village,110000,3
51083348,Upper East Side,200000,6
55773479,SoHo,120000,4
54221516,Upper West Side,210000,5
9316213,Upper West Side,210000,5
50415617,East Harlem,120000,5
15799662,Harlem,250000,8
22527781,Chelsea,80000,3
18634066,Greenpoint,30000,2
43911732,East New York,150000,5
43334026,Bedford-Stuyvesant,180000,4
4473646,Hell's Kitchen,100000,3
17781315,Financial District,40000,2
9314556,Bedford-Stuyvesant,180000,4
2562136,East Harlem,120000,5
14341590,Cobble Hill,60000,2
6889406,Bedford-Stuyvesant,180000,4
4051689,Harlem,250000,8
27533828,Brighton Beach,120000,5
52154257,Harlem,250000,8
27728790,Harlem,250000,8
57121644,Rego Park,150000,4
1614941,Morningside Heights,150000,5
46619659,Upper West Side,210000,5
21634712,Williamsburg,200000,4
55232225,Hell's Kitchen,100000,3
15352299,Long Island City,180000,6
5630715,Williamsburg,200000,4
20223033,Greenpoint,30000,2
48346149,Harlem,250000,8
11029447,Bushwick,120000,4
3193967,Hell's Kitchen,100000,3
54820762,Murray Hill,60000,2
16085201,Bushwick,120000,4
9767994,Crown Heights,200000,5
12666464,Bedford-Stuyvesant,180000,4
27288607,Bushwick,120000,4
5810764,South Slope,100000,3
54473365,Harlem,250000,8
12766983,Harlem,250000,8
18538518,Prospect Heights,90000,4
22858056,Midtown,250000,3
10076177,Flatbush,180000,5
1417218,Bedford-Stuyvesant,180000,4
7498593,City Island,60000,2
7559899,Midtown,250000,3
23581017,Financial District,40000,2
17537750,Bushwick,120000,4
18662233,Gramercy,50000,2
20064523,Chelsea,80000,3
21301675,Williamsburg,200000,4
43557708,Kew Gardens Hills,120000,5
46184999,East Village,110000,3
24183576,East New York,150000,5
23205453,East Village,110000,3
18612526,East Village,110000,3
15212567,Lower East Side,100000,3
11830282,Midtown,250000,3
6409458,Financial District,40000,2
53652095,Edenwald,100000,4
49746229,Upper West Side,210000,5
54662804,Flatbush,180000,5
20255619,Upper West Side,210000,5
2712361,Chelsea,80000,3
50037844,Murray Hill,60000,2
51475481,Greenpoint,30000,2
12450515,Fieldston,50000,3
2008179,Bushwick,120000,4
4913829,Upper East Side,200000,6
5038097,Upper East Side,200000,6
42984973,Bedford-Stuyvesant,180000,4
54869364,Middle Village,120000,5
43831649,Chinatown,100000,3
23151328,Jamaica,250000,7
21256386,Williamsburg,200000,4
51630125,Williamsburg,200000,4
8502675,Lower East Side,100000,3
2099861,Bushwick,120000,4
11449747,Woodhaven,100000,4
5131435,Sunset Park,250000,6
53020264,East Harlem,120000,5
16089067,Astoria,250000,7
54465633,Downtown Brooklyn,150000,5
23165687,Battery Park City,50000,2
11183539,Upper West Side,210000,5
5437962,Chinatown,100000,3
21850109,Jackson Heights,180000,5
50089760,Brighton Beach,120000,5
54436913,East Village,110000,3
12375955,Hunts Point,80000,3
1653050,SoHo,120000,4
56731720,Sunset Park,250000,6
21015583,SoHo,120000,4
43083282,Murray Hill,60000,2
46321417,East Flatbush,120000,5
1593954,Sunset Park,250000,6
15138007,Bushwick,120000,4
10384361,Bushwick,120000,4
57175769,Washington Heights,170000,6
9301853,Bedford-Stuyvesant,180000,4
20833324,Carroll Gardens,40000,2
26636893,Corona,200000,6
19281914,Bedford-Stuyvesant,180000,4
21233742,Flatbush,180000,5
25484795,Inwood,60000,2
47409448,Jamaica,250000,7
52335964,Harlem,250000,8
44203347,Bushwick,120000,4
4558148,Flatiron District,50000,2
43053458,Chelsea,80000,3
25539473,Bushwick,120000,4
9096397,Chinatown,100000,3
19888891,Flatbush,180000,5
48910047,East Village,110000,3
2322438,SoHo,120000,4
8471746,Williamsburg,200000,4
51490945,Crown Heights,200000,5
5630162,Williamsburg,200000,4
55830919,Midtown,250000,3
13546831,Windsor Terrace,30000,2
5426916,Fort Greene,70000,3
48596341,Crown Heights,200000,5
55570233,Woodside,150000,4
43000437,Prospect Heights,90000,4
50484102,Hell's Kitchen,100000,3
48717847,Bushwick,120000,4
18206033,Chinatown,100000,3
55346551,Cypress Hills,100000,4
6380186,Bedford-Stuyvesant,180000,4
23582674,Williamsburg,200000,4
49394967,Harlem,250000,8
14517774,Prospect Heights,90000,4
46107677,Jackson Heights,180000,5
4731018,Astoria,250000,7
23283880,College Point,60000,3
8502122,Gramercy,50000,2
23553402,Washington Heights,170000,6
9992780,Gramercy,50000,2
19040559,Fort Greene,70000,3
11365246,Upper East Side,200000,6
6706043,Clinton Hill,50000,3
3811438,Wakefield,100000,4
21202261,Astoria,250000,7
27098063,Murray Hill,60000,2
4288073,Gramercy,50000,2
7460485,Hell's Kitchen,100000,3
23822924,Chelsea,80000,3
7662626,East Village,110000,3
2732244,Bedford-Stuyvesant,180000,4
12691870,Bay Ridge,200000,5
42837509,Clinton Hill,50000,3
19299587,Carroll Gardens,40000,2
20226899,Bedford-Stuyvesant,180000,4
7388133,Elmhurst,120000,5
48208074,Bedford-Stuyvesant,180000,4
20693593,Jackson Heights,180000,5
13287250,Canarsie,120000,4
27358749,Bedford-Stuyvesant,180000,4
9272029,Crown Heights,200000,5
21873858,Bedford-Stuyvesant,180000,4
1119528,Williamsburg,200000,4
17146170,Harlem,250000,8
5120389,Murray Hill,60000,2
19624892,Bedford-Stuyvesant,180000,4
5022080,East Flatbush,120000,5
9236129,Crown Heights,200000,5
19646984,Williamsburg,200000,4
21540821,Astoria,250000,7
54411508,University Heights,150000,6
23263444,East Village,110000,3
17522838,Sunnyside,120000,5
14575213,Williamsburg,200000,4
25126352,Hell's Kitchen,100000,3
49369009,Midtown,250000,3
51381590,Upper West Side,210000,5
27152189,Bushwick,120000,4
46592044,Kensington,35000,2
49872154,East New York,150000,5
52302826,Vinegar Hill,30000,2
26761713,Midtown,250000,3
13769960,Wakefield,100000,4
22973487,Murray Hill,60000,2
51617974,Upper East Side,200000,6
25952041,Flushing,200000,7
11733077,Hell's Kitchen,100000,3
27006934,Kips Bay,50000,2
21177960,East Flatbush,120000,5
55149380,St. Albans,70000,3
48201446,Hell's Kitchen,100000,3
4562566,Chelsea,80000,3
27052775,Financial District,40000,2
54729080,Midtown,250000,3
55583488,Upper West Side,210000,5
9459258,Bushwick,120000,4
44864450,Long Island City,180000,6
5588188,Greenpoint,30000,2
22290844,Williamsburg,200000,4
55654735,Bushwick,120000,4
2524579,Williamsburg,200000,4
2980779,SoHo,120000,4
43325742,Bushwick,120000,4
43512419,Upper East Side,200000,6
5568305,East Village,110000,3
52629235,Red Hook,120000,5
4015237,Elmhurst,120000,5
43990159,Chelsea,80000,3
1596163,Clinton Hill,50000,3
16797668,Upper West Side,210000,5
50148304,Bushwick,120000,4
2952060,Greenpoint,30000,2
19720440,Astoria,250000,7
20908990,Ditmars Steinway,80000,4
26088459,Flushing,200000,7
1709385,Chelsea,80000,3
20466045,Crown Heights,200000,5
12721694,Upper West Side,210000,5
26786014,Hell's Kitchen,100000,3
21397223,Elmhurst,120000,5
12078817,Bedford-Stuyvesant,180000,4
11292894,Bedford-Stuyvesant,180000,4
21273508,Bay Ridge,200000,5
54560076,Hell's Kitchen,100000,3
27199687,East Elmhurst,100000,3
2538387,Greenpoint,30000,2
55880626,Crown Heights,200000,5
16921384,Sunnyside,120000,5
48233480,Forest Hills,180000,6
5467786,Cypress Hills,100000,4
44524233,East Village,110000,3
45751444,Harlem,250000,8
17640478,Upper East Side,200000,6
23095545,Two Bridges,40000,2
12965259,St. George,150000,5
45115746,University Heights,150000,6
27175938,Prospect-Lefferts Gardens,80000,4
21129357,Clinton Hill,50000,3
17705097,Midtown,250000,3
9435509,Kensington,35000,2
26232057,Westchester Square,200000,6
20407501,Williamsburg,200000,4
43563783,Oakwood,120000,4
44357991,Harlem,250000,8
9923743,Upper East Side,200000,6
24776746,Bedford-Stuyvesant,180000,4
43034680,Sunnyside,120000,5
25423490,Williamsburg,200000,4
10052428,Ditmars Steinway,80000,4
53691861,Williamsburg,200000,4
11959520,Bushwick,120000,4
10403139,Upper West Side,210000,5
1968413,Upper East Side,200000,6
53618405,Jackson Heights,180000,5
23754991,Harlem,250000,8
24312814,Forest Hills,180000,6
3337013,Flatbush,180000,5
25708477,Hell's Kitchen,100000,3
10330235,Upper West Side,210000,5
9373652,Bedford-Stuyvesant,180000,4
48374869,Chelsea,80000,3
56468273,Cobble Hill,60000,2
11332660,Upper West Side,210000,5
2065066,Bedford-Stuyvesant,180000,4
55727086,Hell's Kitchen,100000,3
18435790,Upper East Side,200000,6
1933066,Williamsburg,200000,4
24894386,Astoria,250000,7
2955926,Maspeth,60000,3
24533734,Financial District,40000,2
2168898,East Village,110000,3
20465493,Schuylerville,60000,3
44570626,Harlem,250000,8
13014966,Greenpoint,30000,2
24330488,West Village,100000,2
48025263,Bushwick,120000,4
10290470,Upper West Side,210000,5
55200192,Williamsburg,200000,4
19309529,Midtown,250000,3
14541523,East Village,110000,3
2833315,Ditmars Steinway,80000,4
10381599,Fort Greene,70000,3
54232562,Hell's Kitchen,100000,3
26962198,Bayside,120000,4
22651496,East Village,110000,3
20140740,Midwood,180000,5
22609521,Williamsburg,200000,4
45863008,Prospect-Lefferts Gardens,80000,4
4958566,Mariners Harbor,50000,3
47886635,Sunset Park,250000,6
21383415,Midtown,250000,3
2471559,West Village,100000,2
3379540,Jackson Heights,180000,5
26971587,Flatbush,180000,5
26031020,Williamsburg,200000,4
10421917,Lower East Side,100000,3
4058317,Bedford-Stuyvesant,180000,4
50574679,East Harlem,120000,5
16609334,Crown Heights,200000,5
13261291,Chelsea,80000,3
15996281,Upper West Side,210000,5
25312477,Murray Hill,60000,2
48297547,Upper East Side,200000,6
50824871,Hell's Kitchen,100000,3
13613659,Jamaica,250000,7
53605150,Gramercy,50000,2
21768368,East Harlem,120000,5
4395220,Flatbush,180000,5
27377527,East Flatbush,120000,5
4436090,Upper West Side,210000,5
26296124,Upper East Side,200000,6
13193359,Williamsburg,200000,4
9772412,Greenpoint,30000,2
19188023,Bedford-Stuyvesant,180000,4
18466719,Brownsville,180000,7
7250611,Upper West Side,210000,5
3377883,Park Slope,150000,5
9924847,Bushwick,120000,4
21122730,Crown Heights,200000,5
55351522,Springfield Gardens,150000,5
4943653,Bedford-Stuyvesant,180000,4
24406153,East Flatbush,120000,5
44758408,East Elmhurst,100000,3
7913371,Kips Bay,50000,2
7213054,Upper East Side,200000,6
1646975,Brighton Beach,120000,5
45801151,Harlem,250000,8
7041841,Upper West Side,210000,5
51586493,Canarsie,120000,4
21080755,Prospect-Lefferts Gardens,80000,4
19422750,Long Island City,180000,6
52010107,Bayside,120000,4
43918912,Lower East Side,100000,3
47808209,East Village,110000,3
25441716,Woodside,150000,4
14686225,Bedford-Stuyvesant,180000,4
55168159,South Slope,100000,3
43571515,Gravesend,200000,6
46993566,East Harlem,120000,5
5714112,Williamsburg,200000,4
24639224,Gowanus,40000,2
4928189,Williamsburg,200000,4
1359779,Crown Heights,200000,5
17451592,East New York,150000,5
48398065,Bedford-Stuyvesant,180000,4
11365798,Midtown,250000,3
54255207,Williamsburg,200000,4
27155503,Harlem,250000,8
8840130,Harlem,250000,8
25619004,South Slope,100000,3
49803116,Park Slope,150000,5
12719485,Harlem,250000,8
12944271,Chelsea,80000,3
55776793,Bedford-Stuyvesant,180000,4
52962272,Bedford-Stuyvesant,180000,4
11468526,East Village,110000,3
21693808,Crown Heights,200000,5
23958238,Astoria,250000,7
48711772,Brooklyn Heights,100000,3
54231458,Hell's Kitchen,100000,3
57072489,East Village,110000,3
8005605,Kensington,35000,2
47851840,Williamsburg,200000,4
23004968,East Village,110000,3
12662046,Bedford-Stuyvesant,180000,4
48976876,East Flatbush,120000,5
51601405,Bedford-Stuyvesant,180000,4
50564738,Elmhurst,120000,5
19474666,Hell's Kitchen,100000,3
47842451,Park Slope,150000,5
20668187,Bedford-Stuyvesant,180000,4
13276204,Chelsea,80000,3
24925315,Financial District,40000,2
53288129,Greenpoint,30000,2
50645374,Crown Heights,200000,5
7118611,Theater District,120000,4
5983082,Williamsburg,200000,4
2576496,East Village,110000,3
5243000,Midtown,250000,3
7491413,Hell's Kitchen,100000,3
18385531,Kips Bay,50000,2
21149792,Flushing,200000,7
57313292,Glendale,80000,3
52500550,Flushing,200000,7
7092100,East Village,110000,3
13929022,Park Slope,150000,5
51852702,Bedford-Stuyvesant,180000,4
54613649,West Village,100000,2
10494268,Upper East Side,200000,6
6455299,Williamsburg,200000,4
43690812,East Harlem,120000,5
45895042,Long Island City,180000,6
4170986,Lower East Side,100000,3
3848995,Astoria,250000,7
55639270,South Slope,100000,3
17142304,East Harlem,120000,5
50200220,Upper West Side,210000,5
6253709,Bedford-Stuyvesant,180000,4
21719766,Upper West Side,210000,5
9069334,Upper East Side,200000,6
54862184,Kips Bay,50000,2
9508965,Park Slope,150000,5
26752876,Bedford-Stuyvesant,180000,4
52692750,Long Island City,180000,6
56683670,Greenpoint,30000,2
56401444,Upper East Side,200000,6
44121606,East Flatbush,120000,5
48179354,Wakefield,100000,4
15620165,Hell's Kitchen,100000,3
2756545,Upper East Side,200000,6
13698713,Theater District,120000,4
15318057,Upper West Side,210000,5
3248092,Bedford-Stuyvesant,180000,4
13990880,Forest Hills,180000,6
